id,name,url,type,equipment,mechanics,force_type,difficulty,overview,instructions,secondary_muscle,group,muscle,image_url
https://www.muscleandstrength.com/exercises/reverse-grip-bent-over-dumbbell-row.html,reverse grip bent-over dumbbell row,https://www.muscleandstrength.com/exercises/reverse-grip-bent-over-dumbbell-row.html,strength,dumbbell,compound,pull,intermediate,,"select the appropriate dumbbells and place them on the floor in front of you.  bending at the knees and keeping your back straight, squat down and pick up the dumbbells with an underhand grip (palms facing up).  get into the starting position by keeping your back straight and bending at the knees. let the dumbbells slide down your thighs until they're just below knee height.  execute by pulling the dumbbells up under your chest as far as possible.  pause, and then slowly lower the dumbbells back to the starting position.  repeat for desired reps.","['latissimus dorsi', 'shoulders', 'biceps brachii']",BackWt,"['back', 'upper back']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/reversegripbentoverdumbbellrow1.jpg?itok=Oh6TdbM7
https://www.muscleandstrength.com/exercises/bodyweight-glute-bridge,bodyweight glute bridge,https://www.muscleandstrength.com/exercises/bodyweight-glute-bridge,strength,bodyweight,isolation,push (bilateral),beginner,"the glute bridge is a variation of the hip thrust and an exercise that is used to build the glute muscles. it will also indirectly target the other muscles of the legs such as the hamstrings, quads, and calves.  hip thrust variations are thought to be the optimal exercise for glute specific training. so, if you have goals to build a bigger butt, hip thrusts should be included in your workouts.  building strong glutes will also have a positive carryover into your other exercises including squat variations and deadlift variations.  glute bridges can be included in your leg workouts and full body workouts .",start in a supine position on the floor with your arms at a 45 degree angle relative to your torso.  bridge your hips up by squeezing your glutes and driving your heels into the floor.  lower your hips back to the starting position and repeat for the desired number of repetitions.,"['hamstrings', 'abs']",glutes,['gluteus maximus'],https://cdn.muscleandstrength.com/sites/default/files/bodyweight-glute-bridge_0.jpg
https://www.muscleandstrength.com/exercises/standing-wrist-curl.html,standing wrist curl behind back,https://www.muscleandstrength.com/exercises/standing-wrist-curl.html,strength,barbell,isolation,pull,beginner,,"begin the exercise by selecting a barbell weight and holding it behind your back using an underhand grip (palms facing out). your hands should be placed around shoulder width apart.  stand straight up with your feet shoulder width apart and look straight forward. bending only at the wrists, let the barbell drop as far as possible. this is the starting position for the exercise.  slowly raise the barbell up as far as possible squeezing the forearm muscles at the top of the movement. only your wrists should be moving.  pause, and then slowly lower the barbell back to the starting position.  repeat for desired reps.",[],ForeArmWt,['forearms'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/standingbarbellwristcurl1.jpg?itok=njbqlMrh
https://www.muscleandstrength.com/exercises/weight-plate-pinches.html,weight plate pinches,https://www.muscleandstrength.com/exercises/weight-plate-pinches.html,strength,other,isolation,static,beginner,,"the weight plate pinch is a simple way to build real strength in your forearms. to complete this exercise grasp a weight plate (or two if you can) between your two index fingers and your thumb.  stand up straight and hold the weight plate with your fingers as long as possible.  if you can hold it longer than 30 seconds, use a heavier plate or two small plates together.",[],ForeArmWt,['forearms'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/weightplatpinches1.jpg?itok=r2hwP_4E
https://www.muscleandstrength.com/exercises/wrist-rollers.html,wrist rollers,https://www.muscleandstrength.com/exercises/wrist-rollers.html,strength,other,isolation,pull,beginner,,"begin the exercise by grabbing a wrist roller with a light weight attached to it.  with the rope fully extended (not wrapped around the roller) stand straight up grasping the roller with an overhand grip (palms facing down). your feet should be around shoulder width apart.  extend both arms straight out in from of your body. this is the starting position.  begin wrapping the rope around the roller by rotating each wrist, one at a time.  continue until the weight reaches the bar, and then begin slowly lowering the weight by rotating each wrist, one at a time in a downward motion.  when the weight reaches the ground, you have completed one rep.  repeat for desired reps.",[],ForeArmWt,"['wrist flexors', 'forearms', 'wrist extensors']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/wristroller1.jpg?itok=Mo2FHgqR
https://www.muscleandstrength.com/exercises/dumbbell-wrist-curl-over-bench.html,dumbbell wrist curl over bench,https://www.muscleandstrength.com/exercises/dumbbell-wrist-curl-over-bench.html,strength,dumbbell,isolation,pull,beginner,,"grasp a pair of dumbbells using an underhand grip (palms facing up) and kneel down in front of a flat bench.  rest the back of your forearms on top of the bench so that your writs are just off the end of it.  bending only at the wrists, let the dumbbells drop as far as possible. this is the starting position for the exercise.  slowly raise the dumbbells up as far as possible squeezing the forearm muscles at the top of the movement.  pause, and then slowly lower the dumbbells back to the starting position.  repeat for desired reps.",[],ForeArmWt,['forearms'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/dumbbellwristcurloverbench1.jpg?itok=5sRMmWOF
https://www.muscleandstrength.com/exercises/reverse-barbell-curl.html,reverse grip barbell curl,https://www.muscleandstrength.com/exercises/reverse-barbell-curl.html,strength,barbell,isolation,pull,beginner,,"grasp a barbell or olympic bar at around shoulder width apart using a reverse grip (palms facing down).  stand straight up, feet together (you may be more comfortable putting one foot back for stability), back straight, and with your arms fully extended. the bar should not be touching your body.  keeping your eyes facing forwards, elbows tucked in at your sides, and your body completely still, slowly curl the bar up.  squeeze your forearms hard at the top of the movement, and then slowly lower it back to the starting position.  repeat for desired reps.",['biceps brachii'],ForeArmWt,"['brachioradialis', 'forearms', 'wrist extensors']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/reversegripbarbellcurl1.jpg?itok=wCbrBhJf
https://www.muscleandstrength.com/exercises/barbell-bench-press.html,barbell bench press,https://www.muscleandstrength.com/exercises/barbell-bench-press.html,strength,barbell,compound,push (bilateral),intermediate,"the barbell bench press is a classic exercise popular among all weight lifting circles. from bodybuilders to powerlifters, the bench press is a staple chest exercise in nearly every workout program.  for powerlifters, it is known as one of the “big three” lifts which includes the squat, deadlift, and bench press. for athletes, 1 rep max on bench press is a good indicator for on field/court performance. and for bodybuilders, the bench press is a compound exercise that targets many of the muscles in your upper body.  by performing the bench press, you primarily work your pectoralis major (your chest). other muscles which assist in moving the barbell during a bench press are other muscles of the chest, triceps, and shoulders.  not everyone is built to perform the traditional barbell bench press, so several variations have been created to ensure people can train this crucial movement pattern in a safe and comfortable way.  some of these variations include:    incline bench press   decline bench press ,   dumbbell bench press   dumbbell incline bench press   dumbbell decline bench press   smith machine bench press   those with shoulder injuries can also utilize many of the alternative barbells out there that place less pressure on the shoulder to bench press. some of these variations include hex bar bench press, football bar bench press, and swiss bar bench press.","lie flat on a bench and set your hands just outside of shoulder width.  set your shoulder blades by pinching them together and driving them into the bench.  take a deep breath and allow your spotter to help you with the lift off in order to maintain tightness through your upper back.  let the weight settle and ensure your upper back remains tight after lift off.  inhale and allow the bar to descend slowly by unlocking the elbows.  lower the bar in a straight line to the base of the sternum (breastbone) and touch the chest.  push the bar back up in a straight line by pressing yourself into the bench, driving your feet into the floor for leg drive, and extending the elbows.  repeat for the desired number of repetitions.","['triceps brachii', 'shoulders']",ChestWt,"['pectoralis major-sternal', 'anterior deltoid', 'chest', 'pectoralis major-clavicular']",https://cdn.muscleandstrength.com/sites/default/files/barbell-bench-press_0.jpg
https://www.muscleandstrength.com/exercises/standing-alternate-dumbbell-reverse-curl.html,standing alternate dumbbell reverse curl,https://www.muscleandstrength.com/exercises/standing-alternate-dumbbell-reverse-curl.html,strength,dumbbell,isolation,pull,beginner,,"set up for the exercise by grasping a set of dumbbells and standing straight up with the dumbbells by your side.  your palms should be facing down, using a reverse grip and the dumbbells not touching your body.  before starting the set, take up the slack by lifting up the weight slightly so the tension is on your bicep muscles.  starting with your weakest arm (usually the left), curl the dumbbell up as far as possible.  squeeze the forearm at the top of the exercise, and then slowly lower the weight down without it touching your body or taking the tension off your bicep.  repeat for the other arm. that's one rep.  now repeat for the desired amount of reps to complete the set.",['biceps brachii'],ForeArmWt,"['brachioradialis', 'forearms']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/standingalternatedumbbellreversecurl1.jpg?itok=nA7vAhRz
https://www.muscleandstrength.com/exercises/fat-gripz-dumbbell-farmers-carry,fat gripz dumbbell farmers carry,https://www.muscleandstrength.com/exercises/fat-gripz-dumbbell-farmers-carry,strength,dumbbell,compound,isometric,beginner,the fat gripz dumbbell farmers carry is a variation of the farmers carry and an exercise used to build the muscles of the forearms. the fat gripz dumbbell farmers carry will also indirectly target the muscles of the core and traps.  the fat gripz used during fat gripz dumbbell farmers carry makes the grip on the dumbbell larger and more difficult to hold. this in turn provides a greater forearm stimulus to help you build bigger forearms.,"wrap a set of fat gripz around a pair of dumbbells and grasp them using a neutral grip.  while maintaining an active shoulder position, hold the dumbbells by your side and walk for a designated distance or amount of time.","['hamstrings', 'upper back', 'abs', 'quadriceps', 'shoulders', 'traps']",ForeArmWt,['forearms'],https://cdn.muscleandstrength.com/sites/default/files/fat-gripz-dumbbell-farmers-carry.jpg
https://www.muscleandstrength.com/exercises/dumbbell-flys.html,dumbbell flys,https://www.muscleandstrength.com/exercises/dumbbell-flys.html,strength,dumbbell,isolation,push (bilateral),beginner,"the dumbbell fly utilizes a chest fly movement pattern to isolate the muscles fo the chest to better help the muscles grow and become stronger.  the dumbbell fly is often thought of as a classic bodybuilding movement as the goal of the exercise is to isolate the chest for aesthetic purposes. the movement itself can be used to help build a stronger bench press but isn’t typically thought of from an increased performance stand-point.  thus, this movement is best reserved for traditional chest workouts in bodybuilding style splits.","pick up the dumbbells off the floor using a neutral grip (palms facing in). position the ends of the dumbbells in your hip crease, and sit down on the bench.  to get into position, lay back and keep the weights close to your chest. once you are in position, take a deep breath, then press the dumbbells to lockout at the top.  slightly retract your shoulder blades, unlock your elbows, and slowly lower the dumbbells laterally while maintaining the angle at your elbow.  once the dumbbells reach chest level, reverse the movement by squeezing your pecs together and bringing the dumbbells back to their starting position.  without allowing the dumbbells to touch, start the next repetition, and continue until the set is completed.","['triceps brachii', 'shoulders']",ChestWt,"['pectoralis major-sternal', 'chest', 'pectoralis major-clavicular']",https://cdn.muscleandstrength.com/sites/default/files/dumbbell-fly.jpg
https://www.muscleandstrength.com/exercises/reverse-dumbbell-wrist-curl-over-bench.html,reverse dumbbell wrist curl over bench,https://www.muscleandstrength.com/exercises/reverse-dumbbell-wrist-curl-over-bench.html,strength,dumbbell,isolation,pull,beginner,,"grasp a pair of dumbbells using a reverse grip (palms facing down) and kneel down in front of a flat bench.  rest the back of your forearms on top of the bench so that your writs are just off the end of it.  bending only at the wrists, let the dumbbells drop as far as possible. this is the starting position for the exercise.  slowly raise the dumbbells up as far as possible squeezing the forearm muscles at the top of the movement.  pause, and then slowly lower the dumbbells back to the starting position.  repeat for desired reps.",[],ForeArmWt,['forearms'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/reversedumbbellwristcurloverbench1.jpg?itok=qsZgEQMc
https://www.muscleandstrength.com/exercises/one-arm-reverse-dumbbell-preacher-curl.html,one arm reverse dumbbell preacher curl,https://www.muscleandstrength.com/exercises/one-arm-reverse-dumbbell-preacher-curl.html,strength,dumbbell,isolation,pull,beginner,,"adjust the height of the seat on the preacher bench so that when you sit on it, the back of your upper arms sit comfortably flat on the padding.  grab a dumbbell with your left hand using an reverse grip (palm facing down) and sit on the preacher bench. the back of your left arm should rest flat on the padding with your arm fully extended.  place your right forearm on the padding for support.  execute the exercise by slowly raising the dumbbell up and squeezing the bicep at the top of the movement.  slowly lower the dumbbell until your arm is fully extended.  repeat for desired reps, and then repeat the same for the right arm.",['biceps brachii'],ForeArmWt,"['forearms', 'wrist extensors']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/onearmdumbbellreversepreachercurl1.jpg?itok=T7tMAV7r
https://www.muscleandstrength.com/exercises/decline-dumbbell-bench-press.html,decline dumbbell bench press,https://www.muscleandstrength.com/exercises/decline-dumbbell-bench-press.html,strength,dumbbell,compound,push (bilateral),beginner,"the decline dumbbell bench press is a variation of the decline bench press . by using dumbbells during a decline bench press, you allow yourself for a greater range of motion during the exercise. using dumbbells also requires a great deal of shoulder stability, thus it recruits more muscle fibers to stabilize the body than its barbell counterpart.  the decline dumbbell bench press is a chest exercise that also indirectly targets the shoulders, triceps, and core. the decline angle used during a decline dumbbell bench press is useful for those attempting to build the lower part of their chest.","pick up the dumbbells off the floor using a neutral grip (palms facing in). position the ends of the dumbbells in your hip crease, and sit down on the edge of an decline bench.  to get into position, lay back and keep the weights close to your chest. once you are in position, take a deep breath, and press the dumbbells to lockout at the top.  slowly lower the dumbbells under control as far as comfortably possible (the handles should be about level with your chest).  contract the chest and push the dumbbells back up to the starting position.  repeat for the desired number of repetitions.   **dropping the dumbbells to the side is discouraged unless you are experienced with the technique or using excessively heavy weights.  **ideally you should twist the dumbbells back to neutral (palms facing each other), bring your knees up so the ends of the dumbbells are touching your thighs, then use the weight of the dumbbells to rock back to an upright, seated position.","['triceps brachii', 'shoulders']",ChestWt,"['pectoralis major-sternal', 'anterior deltoid', 'chest', 'pectoralis major-clavicular']",https://cdn.muscleandstrength.com/sites/default/files/decline-dumbbell-bench-press.jpg
https://www.muscleandstrength.com/exercises/cable-crossovers-(mid-chest).html,standing cable fly,https://www.muscleandstrength.com/exercises/cable-crossovers-(mid-chest).html,strength,cable,isolation,push (bilateral),beginner,"the standing cable fly is a variation of the chest fly and an exercise used to strengthen the pushing muscles of the body including the chest, triceps, and shoulders.  the standing cable fly can be tough to overload as it requires a great deal of core stability, so it is probably best used as an accessory movement for those looking to increase their chest muscle mass.  this movement can be included into your chest workouts , push workouts, upper body workouts, or full body workouts .","set both pulleys directly at (or slightly above) shoulder height and select the desired weight.  grasp both handles with a neutral grip and take a step forward to split the stance.  press the handles to lockout while flexing the pecs and extending the elbows.  keep a slight bend in the elbows, move entirely at the shoulder joint, and slowly allow the arms to open while the pecs stretch.  return to the starting position by flexing your pecs and bringing the handles together at chest height.  slowly lower back to the starting position and repeat for the desired number of repetitions.","['triceps brachii', 'shoulders']",ChestWt,"['pectoralis major-sternal', 'chest', 'pectoralis major-clavicular']",https://cdn.muscleandstrength.com/sites/default/files/standing-cable-fly1.jpg
https://www.muscleandstrength.com/exercises/one-arm-kettlebell-swing,one arm kettlebell swing,https://www.muscleandstrength.com/exercises/one-arm-kettlebell-swing,strength,kettle bells,compound,hinge (bilateral),beginner,"the one arm kettlebell swing is a variation of the kettlebell swing and a total body movement that primarily works the muscles of the posterior chain, emphasizing the hamstring complex.  the one arm kettlebell swing is an excellent starting point for those learning the hip hinge movement pattern. from there one can progress to more advanced hip hinges such as the deadlift .","assume a hinged position with your knees slightly bent, one hand on the kettlebell handle, chin tucked, and weight centered over your foot. utilize your free hand to help assist with balance.  begin the movement by hiking the kettlebell between your legs and keeping your spine neutral.  drive the kettlebell back to the starting position by extending the hips, pushing through the floor, and keeping the arms straight.  repeat the movement for the desired number of repetitions on both sides.","['latissimus dorsi', 'calves', 'lower back', 'upper back', 'abs', 'adductors', 'quadriceps', 'traps', 'forearms', 'gluteus maximus']",quads,['hamstrings'],https://cdn.muscleandstrength.com/sites/default/files/one-arm-kettlebell-swing.jpg
https://www.muscleandstrength.com/exercises/glute-ham-raise,glute ham raise (ghr),https://www.muscleandstrength.com/exercises/glute-ham-raise,strength,bodyweight,isolation,pull (bilateral),intermediate,the glute ham raise is an exercise used to strengthen the muscles of the hamstrings.  glute ham raises are a great alternative to the leg curl and an exercise that can help improve deadlift and squat strength.,"set up in a ghd with your knees bent, hips extended, and torso upright.  straighten your legs while keeping your hips extended.  continue until your body is in a straight line and parallel to the floor.  pull yourself back to the starting position using your hamstrings.  repeat for the desired number of repetitions.","['abs', 'calves', 'gluteus maximus']",quads,['hamstrings'],https://cdn.muscleandstrength.com/sites/default/files/glute-ham-raise.jpg
https://www.muscleandstrength.com/exercises/double-kettlebell-single-leg-deadlift,double kettlebell single leg deadlift,https://www.muscleandstrength.com/exercises/double-kettlebell-single-leg-deadlift,strength,kettle bells,compound,hinge (unilateral),intermediate,"the double kettlebell single leg deadlift is a variation of the single leg deadlift and an exercise used to target the muscles of the hamstrings, as well as other muscle groups of the posterior chain.  the double kettlebell single leg deadlift requires a lot of balance to execute and is a good options for those looking to progress to heavier implements of other single leg deadlift variations.  mostly used as a functional exercise, the double kettlebell single leg deadlift can also be used as a way to train the hamstrings unilaterally to build balanced strength and an aesthetic physique.","begin with a kettlebell in both hands.  begin the movement by lifting one foot, unlocking your knee, and slowly hinging at the opposite hip.  hinge until your chest is almost parallel to the floor and don’t allow the kettlebells to drift forward excessively.  push through the floor and extend the hip as your return to the starting position.  reset and repeat for the desired number of repetitions.",[],quads,['hamstrings'],https://cdn.muscleandstrength.com/sites/default/files/double-kettlebell-single-leg-deadlift.jpg
https://www.muscleandstrength.com/exercises/snatch-grip-deadlift,snatch grip deadlift,https://www.muscleandstrength.com/exercises/snatch-grip-deadlift,strength,barbell,compound,hinge (bilateral),advanced,"the snatch grip deadlift is a variation of the deadlift and an exercise used to strengthen the entire posterior chain including the hamstrings, back, calves, glutes, and traps.  the main difference between a snatch grip deadlift and other deadlift variations is the grip placement.  the snatch grip deadlift utilizes a very wide grip, which is perfect for those seeking to provide additional tension on the traps when deadlifting.","position the bar over the top of your shoelaces and assume a hip width stance.  push your hips back and hinge forward until your torso is nearly parallel with the floor.  reach down and grasp the bar using a double overhand snatch grip.  inhale and pull up slightly on the bar while allowing your hips to drop in a seesaw fashion. this phenomenon is commonly referred to as “pulling the slack out of the bar”.  as you drop the hips and pull up on the bar, set the lats (imagine you’re trying to squeeze oranges in your armpits) and ensure your armpits are positioned directly over the bar.  drive through the whole foot and focus on pushing the floor away.  ensure the bar tracks in a straight line as you extend the knees and hips.  once you have locked out the hips, reverse the movement by pushing the hips back and hinging forward.  return the bar to the floor, reset, and repeat for the desired number of repetitions.","['latissimus dorsi', 'calves', 'lower back', 'upper back', 'abs', 'adductors', 'traps', 'forearms', 'gluteus maximus']",quads,['hamstrings'],https://cdn.muscleandstrength.com/sites/default/files/snatch-grip-deadlift.jpg
https://www.muscleandstrength.com/exercises/dumbbell-stiff-leg-deadlift-on-bench.html,dumbbell stiff leg deadlift (on bench),https://www.muscleandstrength.com/exercises/dumbbell-stiff-leg-deadlift-on-bench.html,strength,dumbbell,compound,pull,intermediate,,"performing the dumbbell stiff leg deadlift on a bench allows for a greater range of motion.   begin by placing two flat benches together side by side. space them apart so that when you stand on them, your feet will be around shoulder-width apart.  choose a pair of dumbbells and stand securely with one foot on each bench and a slight bend in your knees. hold the dumbbells down at our side. you are now in the starting position.  keep your back as straight as possible and bend over at the waist lowering the dumbbells over the tops of your feet. your knees should be kept stationary during the movement.  focus on the stretch in your hamstrings, and continue to lower the dumbbells down as far as your hamstrings will let you comfortably.  now engage the hamstrings and begin to raise the dumbbells straight back up.  your eyes should be facing up and your shoulders back. this will prevent your lower back from rounding.  squeeze up through the glutes and hamstrings until you're standing straight up.  repeat for desired reps.","['lower back', 'gluteus maximus']",quads,['hamstrings'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/dumbbellstufflegdeadliftonbench1.jpg?itok=mUakmHYH
https://www.muscleandstrength.com/exercises/single-leg-valslide-leg-curl,single leg valslide leg curl,https://www.muscleandstrength.com/exercises/single-leg-valslide-leg-curl,strength,valslide,isolation,pull (unilateral),advanced,the single leg valslide leg curl is an advanced variation of the leg curl .  the exercise is used to strengthen the muscles of the hamstring and has a positive carry over into the squat and deadlift .,"set up in a supine position with your hands by your sides, knees bent, and one foot placed on a valslide.  pull one hip into flexion with the knee bent and maintain that position.  extend your hips by contracting the glute of the plant leg and then slowly extend your leg until it’s almost parallel to the floor.  contract your hamstrings to pull your heel towards your butt.  repeat for the desired number of repetitions.","['abs', 'calves', 'gluteus maximus']",quads,['hamstrings'],https://cdn.muscleandstrength.com/sites/default/files/single-leg-valslide-leg-curl.jpg
